generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.032,0,0.005,0
10000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0294042,-0.0027182,0.000165771,0
20000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0325136,-0.00295004,0.00043468,0
30000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0387447,-0.00415663,0.00201859,0
40000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0469081,-0.00500805,0.00135908,0
50000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0400494,-0.00448944,0.000100951,0
50000,Libellula_composita,Libellula_pulchella,200.727,0.0723637,0.00723568,0.00969304,0
60000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0432668,-0.00466854,0.000836093,0
60000,Somatochlora_elongata,Somatochlora_viridiaenea,187.167,0.0933186,-0.00286938,0.057936,0
60000,Libellula_composita,Libellula_pulchella,202.047,0.092863,-0.00296948,0.0328527,0
70000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0407974,-0.0045868,0.00418367,0
70000,Macrodiplax_cora,Brachymesia_gravida,98.0227,0.0736824,-0.0115393,0.00529849,0
80000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0417991,-0.00503014,0.00258443,0
80000,Macrodiplax_cora,Brachymesia_gravida,107.604,0.0984823,-0.0130165,0.0169726,0
90000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0452654,-0.00491781,9.74702e-05,0
90000,Libellula_pulchella,Libellula_comanche,206.968,0.126816,0.0010924,0.103839,0
100000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0516958,-0.00565674,0.00156394,0
100000,Micromacromia_camerunica,Orthetrum_sabina,150.312,0.0411607,-0.00741496,0.00177259,0
110000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0600206,-0.00638106,0.00310851,0
110000,Sympetrum_eroticum,NA,220.34,0.0192188,0.00446488,0.00628826,0
110000,Sympetrum_rubicundulum,Sympetrum_pallipes,209.32,0.0720773,0.00297013,0.0351418,0
110000,Libellula_pulchella,Libellula_comanche,206.262,0.178297,-0.00114222,0.0626465,0
120000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0430248,-0.00544556,0.000338094,0
120000,Somatochlora_elongata,Somatochlora_viridiaenea,190.196,0.0629057,0.0025835,0.0357334,0
120000,Macrodiplax_cora,Brachymesia_gravida,82.4059,0.143019,-0.0163676,0.00285371,0
130000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0380549,-0.00509634,0.000278626,0
130000,Somatochlora_elongata,Somatochlora_viridiaenea,190.846,0.141536,-0.00698517,0.0982402,0
130000,Macrodiplax_cora,Brachymesia_gravida,91.7289,0.102734,-0.0145486,0.00436983,0
140000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0403761,-0.00523825,0.00167229,0
140000,Cordulia_aenea,Somatochlora_elongata,169.365,0.0879192,-0.00454592,0.00499248,0
140000,Libellula_composita,Libellula_pulchella,194.966,0.140307,-0.00568104,0.0320653,0
140000,Brachymesia_gravida,Brachygonia_sp,110.215,0.0549636,-0.0130829,0.000162605,0
150000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0393847,-0.00584374,0.00078407,0
150000,Cordulia_aenea,Somatochlora_elongata,144.619,0.035833,0.00105377,0.0169584,0
150000,Libellula_pulchella,Libellula_comanche,207.656,0.135827,-0.00525114,0.0132297,0
150000,Brachymesia_gravida,Brachygonia_sp,109.707,0.0602647,-0.0122463,0.00220958,0
160000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0462644,-0.00614592,0.00211212,0
160000,Trithemis_ellenbeckii,NA,229.973,0.0700822,-0.000353844,0.025535,0
160000,Rhyothemis_variegata_imperatrix,Rhyothemis_variegata,203.878,0.093585,0.00399244,0.0600169,0
160000,Libellula_croceipennis,Libellula_composita,185.44,0.104755,-7.81011e-05,0.0658953,0
160000,Macrodiplax_cora,Brachymesia_gravida,107.367,0.10148,-0.0154886,0.00868149,0
170000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0517748,-0.00549096,0.00565656,0
170000,Libellula_comanche,Libellula_flavida,223.275,0.138527,-0.00546568,0.0319858,0
170000,Macrodiplax_cora,Brachymesia_gravida,97.0514,0.0861495,-0.0151834,0.00195944,0
180000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0483888,-0.00529744,0.00118255,0
180000,Hemicordulia_tau,NA,219.786,0.00763541,-0.000523537,0.0047615,0
180000,Cordulia_aenea,Somatochlora_elongata,163.137,0.141822,-0.0121101,0.0540497,0
180000,Libellula_composita,Libellula_pulchella,195.555,0.140453,0.00248314,0.033057,0
190000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0547127,-0.00591595,0.000336669,0
190000,Libellula_croceipennis,Libellula_composita,182.519,0.0447313,0.005419,0.0208931,0
200000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0361651,-0.00509899,0.00164594,0
200000,Neopetalia_punctata,NA,122.919,0.0292668,0.000422721,0.0452756,0
200000,Cordulia_aenea,Somatochlora_elongata,160.795,0.0924297,-0.00750322,0.0124483,0
200000,Libellula_pulchella,Libellula_comanche,203.023,0.142438,0.00396731,0.0704898,0
200000,Brachymesia_gravida,Brachygonia_sp,111.114,0.0758258,-0.0151713,0.00319137,0
210000,Hypopetalia_pestilens,Tachopteryx_thoreyi,0,0.0440031,-0.00562107,0.00297068,0
